,Age,Years Worked,Commercial,Shareholder,Has App,Owns Car,Owns House,Wages Paid,Last Payment,Investment Risk,Total Asset Code,Potential Asset Code,Financial Producs,Fund Purchases,Insurance Purchases,Gold Purchases,Has Loan,Total Loans,Overdue Loans,Overdue Days,Has Credit Cards,Credit Use,Debit Cards,Credit Cards,Debit ,Credit,Debit Card Level,F,M,Bachelors,Doctorate,Masters,Post-secondary,Upper Secondary,Divorced,Married,Never Married,Separated,Widowed,Flag
11510,28,0,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,5,1,2,1796,1776,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11511,33,4,0,0,1,0,0,0,1200,0,3,5,0,0,0,0,0,0,0,0,1,2,1,1,2544,1455,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11512,23,0,0,0,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,5,1,3,215,558,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11513,38,6,0,0,1,1,0,1,152,1,3,3,0,0,0,0,0,0,0,0,1,3,1,1,158,1699,10,1,0,0,0,0,1,0,0,0,1,0,0,0
11514,49,1,0,0,1,1,0,0,-1,0,5,2,0,0,0,0,0,0,0,0,1,5,2,1,2154,2153,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11515,24,1,0,0,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,2,1,1,206,206,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11516,30,5,0,0,1,0,0,0,1175,0,3,4,0,0,0,0,0,0,0,0,1,2,1,1,2049,333,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11517,30,0,0,0,1,1,0,0,1209,1,3,6,0,1,0,0,0,0,0,0,1,5,2,3,1435,1260,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11518,33,0,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,1,1,27,238,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11519,33,0,1,1,1,1,0,0,1134,1,-1,3,0,0,0,0,1,3,0,0,1,4,1,2,1747,1819,20,0,1,0,0,0,1,0,0,1,0,0,0,0
11520,38,3,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,285,287,10,1,0,1,0,0,0,0,0,0,1,0,0,1
11521,36,16,0,0,1,0,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,4,2,1,692,692,10,0,1,0,0,0,1,0,0,0,1,0,0,0
11522,35,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,1,2,1,1,196,196,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11523,20,0,0,0,1,0,0,1,26,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,4,49,284,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11524,25,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,3,66,666,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11525,36,4,0,0,1,1,0,0,-1,1,6,3,0,0,0,0,0,0,0,0,1,3,3,1,4634,3164,20,0,1,0,0,0,1,0,0,0,1,0,0,0
11526,34,4,0,0,1,0,0,0,-1,1,2,6,0,0,0,0,0,0,0,0,1,3,1,1,408,408,10,0,1,1,0,0,0,0,0,1,0,0,0,1
11527,58,38,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,1,465,465,10,0,1,0,0,0,1,0,0,0,1,0,0,0
11528,28,1,0,0,1,1,0,0,314,0,-1,3,0,0,0,0,0,0,0,0,1,5,3,2,1616,1411,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11529,31,4,0,0,1,1,0,0,-1,0,-1,2,0,0,0,0,0,0,0,0,1,5,1,2,578,580,10,1,0,0,0,1,0,0,0,0,1,0,0,0
11530,39,0,0,0,1,1,0,1,568,0,-1,2,0,0,0,0,0,0,0,0,1,5,4,2,3162,4686,20,0,1,0,0,0,1,0,0,0,1,0,0,0
11531,33,0,0,0,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,4,1,2,544,544,10,0,1,1,0,0,0,0,0,0,1,0,0,1
11532,29,2,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,2,550,2922,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11533,62,0,0,1,1,0,0,0,-1,0,2,2,0,0,0,0,0,0,0,0,1,5,1,2,751,3195,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11534,30,3,0,0,1,1,0,1,201,1,-1,4,0,0,0,0,0,0,0,0,1,3,1,1,202,871,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11535,36,0,0,0,1,1,0,0,-1,1,-1,3,0,0,0,0,0,0,0,0,1,4,1,1,423,4291,10,0,1,0,0,0,0,1,0,0,1,0,0,1
11536,25,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,333,508,10,0,1,0,0,0,0,1,0,1,0,0,0,1
11537,55,10,0,1,1,0,0,0,-1,0,4,2,0,0,0,0,0,0,0,0,1,3,1,2,707,3409,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11538,28,0,0,0,1,1,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,1,5,1,1,479,479,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11539,34,3,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,3,473,476,10,1,0,1,0,0,0,0,0,0,1,0,0,0
11540,27,1,0,0,1,1,0,0,-1,0,1,6,0,0,0,0,0,0,0,0,1,3,1,2,1700,433,10,1,0,0,0,0,1,0,0,1,0,0,0,0
11541,29,0,0,0,1,0,0,0,335,0,2,6,0,0,0,0,0,0,0,0,1,2,2,3,1172,1172,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11542,21,0,0,0,1,1,0,0,619,0,-1,4,0,0,0,0,0,0,0,0,1,3,1,3,628,375,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11543,26,6,0,1,1,0,0,0,746,0,-1,4,0,0,0,0,0,0,0,0,1,3,1,1,769,332,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11544,28,1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,302,304,10,0,1,0,0,0,1,0,0,1,0,0,0,1
11545,29,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,1,1,1,2,94,94,10,0,1,1,0,0,0,0,0,1,0,0,0,1
11546,22,5,0,0,1,0,0,0,638,0,4,5,0,0,0,0,0,0,0,0,1,3,1,3,1015,605,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11547,29,1,0,0,1,1,0,1,1182,0,-1,2,0,0,0,0,0,0,0,0,1,4,2,1,2454,2191,20,1,0,0,0,0,1,0,0,1,0,0,0,1
11548,41,8,0,0,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,3,1,1,392,392,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11549,36,10,0,0,1,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,0,2,1,1,621,712,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11550,26,4,0,0,1,0,0,1,41,0,-1,5,0,0,0,0,0,0,0,0,1,3,3,2,1741,668,20,0,1,0,0,0,0,1,0,1,0,0,0,1
11551,34,9,0,1,1,1,0,1,279,0,-1,3,0,0,0,0,0,0,0,0,1,3,2,1,4513,1986,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11552,35,1,0,0,0,0,0,1,1169,0,-1,4,0,0,0,0,0,0,0,0,0,0,1,2,1915,655,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11553,40,5,0,0,0,1,0,0,-1,0,2,6,0,0,0,0,0,0,0,0,1,5,1,2,1748,1747,10,0,1,1,0,0,0,0,0,0,1,0,0,1
11554,24,4,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,2,347,349,10,0,1,1,0,0,0,0,0,1,0,0,0,1
11555,32,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,4,1,1,1460,1784,10,0,1,0,0,0,1,0,0,1,0,0,0,0
11556,36,0,0,0,1,0,0,0,-1,0,1,5,0,0,0,0,0,0,0,0,1,2,1,1,3060,67,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11557,36,0,0,1,1,1,0,0,-1,0,-1,4,0,0,0,0,0,0,0,0,1,3,2,2,707,544,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11558,33,1,0,1,1,0,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,1,4,1,1,2408,2363,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11559,38,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,164,164,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11560,34,0,0,0,1,0,0,0,-1,0,-1,2,0,0,0,0,0,0,0,0,1,5,1,2,3109,3103,10,1,0,0,0,0,1,0,0,1,0,0,0,0
11561,26,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,409,411,10,1,0,0,0,0,0,1,0,1,0,0,0,1
11562,33,0,0,1,1,1,0,0,609,0,-1,3,0,0,0,0,0,0,0,0,0,4,1,3,1913,1050,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11563,48,0,0,0,1,0,0,1,228,1,-1,6,0,1,0,0,0,0,0,0,1,2,1,2,279,234,20,0,1,1,0,0,0,0,0,0,1,0,0,1
11564,36,0,0,0,1,0,0,0,-1,0,2,4,0,0,0,0,0,0,0,0,0,1,1,1,951,336,10,0,1,1,0,0,0,0,0,0,1,0,0,1
11565,46,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,3,1,1,364,513,10,0,1,1,0,0,0,0,0,0,1,0,0,1
11566,24,5,0,0,1,0,0,1,77,1,-1,5,0,1,0,0,0,0,0,0,1,1,1,2,168,326,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11567,37,1,0,0,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,4,1,2,601,3864,10,1,0,0,0,0,0,1,0,1,0,0,0,1
11568,29,0,0,0,0,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,4,1,1,2121,2120,10,1,0,1,0,0,0,0,0,0,1,0,0,0
11569,31,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,364,438,10,0,1,0,0,0,0,1,1,0,0,0,0,1
11570,35,0,0,0,1,0,0,1,1176,0,3,3,0,0,0,0,1,2,0,0,0,0,1,1,1853,1825,20,0,1,0,0,0,1,0,1,0,0,0,0,0
11571,38,1,0,0,0,0,0,0,-1,0,6,6,0,0,0,0,0,0,0,0,1,5,1,1,6252,4474,10,1,0,0,1,0,0,0,1,0,0,0,0,0
11572,37,3,0,1,1,1,0,0,-1,0,-1,2,0,0,0,0,0,0,0,0,1,5,2,3,3976,3134,20,0,1,0,0,0,0,1,0,0,1,0,0,0
11573,34,0,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,0,0,1,1,644,644,10,0,1,0,0,0,0,1,0,0,1,0,0,1
11574,37,0,0,0,1,1,0,0,-1,1,-1,-1,0,1,0,0,0,0,0,0,1,5,1,3,10,2779,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11575,32,0,0,0,1,0,0,0,769,0,-1,2,0,0,0,0,0,0,0,0,1,2,1,2,770,587,20,0,1,1,0,0,0,0,0,1,0,0,0,0
11576,28,0,0,0,1,0,0,1,902,0,-1,3,0,0,0,0,0,0,0,0,0,1,2,1,935,710,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11577,29,0,0,0,1,1,0,0,442,1,-1,2,0,12,0,0,1,4,0,1,1,5,2,3,1814,1567,10,0,1,0,0,0,1,0,0,1,0,0,0,0
11578,34,0,0,0,1,0,0,0,-1,1,1,2,8,0,0,0,1,0,0,0,1,4,2,1,1093,4291,40,1,0,1,0,0,0,0,0,1,0,0,0,0
11579,31,2,0,1,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,2,692,655,20,0,1,0,0,0,0,1,0,0,1,0,0,1
11580,48,8,0,1,1,0,0,0,-1,1,-1,2,0,1,0,0,1,6,0,0,1,3,3,1,306,164,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11581,33,0,0,0,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,2,344,346,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11582,26,1,0,0,1,0,0,1,274,1,-1,4,0,0,0,0,0,0,0,0,0,0,1,1,491,482,10,1,0,0,0,0,1,0,0,0,1,0,0,0
11583,25,0,0,0,1,0,0,1,21,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,3,38,676,20,1,0,0,0,0,0,1,0,1,0,0,0,0
11584,25,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,0,0,1,1,279,265,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11585,35,3,0,0,1,1,0,1,922,0,2,5,0,0,0,0,0,0,0,0,1,3,2,1,1320,1033,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11586,35,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,1,164,166,10,1,0,0,0,0,1,0,0,0,1,0,0,0
11587,25,1,0,0,1,1,0,0,679,0,-1,5,0,0,0,0,0,0,0,0,0,0,1,0,724,-1,10,0,1,0,0,0,1,0,0,1,0,0,0,1
11588,28,3,0,0,0,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,0,0,1,2,1815,1311,10,1,0,0,0,0,1,0,0,1,0,0,0,0
11589,33,0,0,1,1,0,0,0,-1,0,2,2,0,0,0,0,0,0,0,0,1,5,2,1,4472,2153,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11590,24,0,0,0,1,0,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,1,4,1,3,1267,893,10,1,0,1,0,0,0,0,0,1,0,0,0,1
11591,33,4,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,197,199,10,1,0,0,0,1,0,0,0,0,1,0,0,0
11592,26,3,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,2,1,1,575,859,10,0,1,1,0,0,0,0,0,1,0,0,0,1
11593,45,18,0,0,1,0,0,0,-1,1,-1,3,0,0,0,0,0,0,0,0,1,2,1,1,506,506,10,1,0,0,0,0,1,0,0,0,1,0,0,0
11594,35,0,0,1,1,0,0,1,1188,1,5,3,0,1,0,0,0,0,0,0,1,1,2,3,2053,2072,10,0,1,0,0,0,1,0,0,1,0,0,0,1
11595,26,0,0,0,1,0,0,0,746,0,-1,5,0,0,0,0,0,0,0,0,0,0,1,2,759,726,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11596,39,0,0,1,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,2,1,2,313,313,10,0,1,0,0,0,1,0,0,1,0,0,0,0
11597,30,0,0,0,1,0,0,1,1179,0,2,3,0,0,0,0,0,0,0,0,0,0,3,1,1835,98,20,1,0,0,0,0,1,0,0,1,0,0,0,0
11598,40,0,1,1,0,0,0,0,502,0,-1,3,0,0,0,0,0,0,0,0,0,2,4,1,4857,4505,20,1,0,1,0,0,0,0,0,0,1,0,0,0
11599,33,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,0,0,1,1,240,240,10,0,1,0,0,0,1,0,0,0,1,0,0,1
11600,30,3,0,0,0,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,1,2,3582,510,10,0,1,1,0,0,0,0,0,1,0,0,0,1
11601,40,0,0,0,0,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,5,2,4,7208,4625,10,0,1,0,1,0,0,0,0,1,0,0,0,0
11602,33,5,0,0,0,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,2,1,3489,172,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11603,21,0,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,2,1,2,445,445,10,1,0,0,0,0,1,0,0,1,0,0,0,1
11604,27,1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,281,-1,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11605,32,7,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,129,131,10,1,0,0,0,0,1,0,0,0,1,0,0,0
11606,27,0,0,0,1,1,0,1,1046,1,-1,3,4,10,0,0,0,0,0,0,0,0,2,1,1133,811,10,1,0,0,0,1,0,0,0,1,0,0,0,1
11607,43,0,0,0,1,1,0,1,1200,0,-1,2,0,0,0,0,0,0,0,0,1,3,2,2,3353,3317,20,0,1,0,0,0,0,1,0,0,1,0,0,0
11608,37,0,0,0,1,0,0,1,264,1,-1,4,0,1,0,0,0,0,0,0,0,0,1,1,293,279,10,1,0,0,0,1,0,0,0,0,1,0,0,0
11609,29,0,0,0,1,1,0,0,808,0,1,5,0,0,0,0,1,2,0,0,1,3,2,1,830,1024,10,1,0,0,0,0,0,1,0,0,1,0,0,1
11610,31,1,0,0,1,1,0,1,775,1,1,3,11,6,0,0,1,4,0,0,1,1,1,1,1751,1951,20,0,1,0,0,0,1,0,0,1,0,0,0,0
11611,31,3,0,0,1,1,0,0,390,1,-1,4,1,13,0,0,0,0,0,0,1,1,1,1,682,682,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11612,34,5,0,0,1,0,0,1,508,1,6,2,49,1,2,0,0,0,0,0,1,2,2,1,2462,3743,40,1,0,0,0,0,1,0,0,0,1,0,0,0
11613,35,7,0,0,1,0,0,1,1278,0,4,4,0,0,0,0,1,2,0,0,0,1,7,1,3029,2783,20,0,1,0,0,0,1,0,0,0,1,0,0,0
11614,30,0,0,0,1,1,0,1,467,1,-1,4,0,0,0,0,0,0,0,0,1,4,1,1,469,1064,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11615,38,0,0,0,0,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,1,2,7036,198,10,0,1,0,0,0,0,1,1,0,0,0,0,0
11616,31,5,0,1,1,1,0,0,-1,0,-1,6,0,0,0,0,1,5,4,137,1,3,8,2,742,721,10,0,1,1,0,0,0,0,0,0,1,0,0,1
11617,21,0,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,0,3,2,4,596,596,10,0,1,1,0,0,0,0,0,1,0,0,0,1
11618,54,0,0,0,1,1,1,0,-1,1,1,3,0,0,0,0,1,6,0,0,0,0,2,1,1060,944,20,0,1,0,0,0,1,0,0,0,1,0,0,0
11619,47,12,0,0,1,0,0,0,-1,0,3,5,0,0,0,0,0,0,0,0,1,1,2,1,1585,93,20,1,0,1,0,0,0,0,0,0,1,0,0,0
11620,48,0,0,0,1,0,0,0,-1,0,2,4,0,0,0,0,0,0,0,0,1,3,1,1,824,672,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11621,45,0,0,1,1,1,0,1,1207,1,3,3,2,1,0,0,0,0,0,0,1,4,4,3,6055,1937,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11622,54,9,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,1,255,257,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11623,29,2,0,1,1,1,0,1,721,1,-1,6,0,0,0,0,0,0,0,0,1,1,3,1,3638,470,20,0,1,0,0,0,0,1,0,1,0,0,0,1
11624,49,25,0,0,1,1,0,0,-1,1,10,2,0,0,0,0,0,0,0,0,1,5,2,2,405,405,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11625,31,0,0,0,1,1,0,0,-1,1,-1,3,0,0,0,0,0,0,0,0,1,5,2,2,552,2439,10,0,1,0,0,0,1,0,0,1,0,0,0,0
11626,41,10,0,0,1,1,0,0,445,1,-1,6,0,0,0,0,0,0,0,0,1,4,1,2,453,102,20,0,1,0,0,1,0,0,0,0,1,0,0,0
11627,30,1,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,1,1,1,200,102,10,0,1,0,0,0,0,1,0,1,0,0,0,1
11628,26,0,0,0,1,0,0,0,412,1,-1,4,0,0,0,0,0,0,0,0,1,3,3,2,1690,265,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11629,24,2,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,248,250,10,1,0,1,0,0,0,0,0,1,0,0,0,0
11630,32,0,0,0,1,0,0,1,802,0,2,3,0,0,0,0,0,0,0,0,1,3,1,2,1432,1685,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11631,43,3,0,0,1,0,0,0,-1,1,-1,2,0,1,0,0,0,0,0,0,1,3,1,2,126,172,10,1,0,0,0,0,0,1,0,0,1,0,0,1
11632,33,1,0,1,1,0,0,0,-1,1,7,-1,0,0,0,0,0,0,0,0,1,3,1,2,27,2489,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11633,31,2,0,1,1,1,0,0,902,0,-1,6,0,0,0,0,1,4,1,141,1,5,3,2,2309,2166,20,0,1,1,0,0,0,0,0,1,0,0,0,1
11634,57,0,0,0,1,1,0,1,1278,1,8,2,12,2,1,0,0,0,0,0,1,3,2,1,6702,352,40,1,0,0,0,1,0,0,0,0,1,0,0,0
11635,28,0,0,0,1,0,0,0,-1,0,-1,4,0,0,0,0,0,0,0,0,1,3,1,1,815,664,20,1,0,1,0,0,0,0,0,0,1,0,0,0
11636,27,1,0,0,1,0,0,0,-1,0,-1,4,0,0,0,0,0,0,0,0,0,0,1,2,374,622,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11637,58,28,0,0,1,0,0,0,-1,1,-1,4,0,0,0,0,0,0,0,0,0,0,1,0,460,-1,20,1,0,0,0,0,1,0,0,0,1,0,0,1
11638,31,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,3,2,1,2295,2294,10,0,1,0,0,0,0,1,0,1,0,0,0,1
11639,37,12,0,1,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,0,0,1,1,331,331,10,1,0,1,0,0,0,0,0,0,1,0,0,0
11640,29,1,0,0,1,1,0,0,558,1,-1,5,0,0,0,0,0,0,0,0,1,1,1,3,588,490,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11641,29,0,0,0,1,1,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,1,3,1,2,2559,1958,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11642,40,18,0,0,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,4,1,1,392,392,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11643,41,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,31,277,10,0,1,0,0,0,0,1,0,0,1,0,0,0
11644,27,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,1,3,1,2,152,152,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11645,30,2,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,2,431,433,10,0,1,1,0,0,0,0,0,0,1,0,0,1
11646,45,8,0,0,1,0,0,1,1179,0,3,4,0,0,0,0,0,0,0,0,0,0,2,1,2435,783,10,1,0,1,0,0,0,0,0,0,1,0,0,0
11647,41,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,430,432,10,0,1,0,0,1,0,0,0,0,1,0,0,0
11648,29,2,0,0,0,0,0,0,-1,0,2,5,0,0,0,0,0,0,0,0,1,3,1,1,3008,2326,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11649,29,0,0,0,1,1,0,0,1177,0,1,3,0,0,0,0,0,0,0,0,1,5,2,2,1215,901,10,1,0,1,0,0,0,0,0,0,1,0,0,0
11650,34,0,0,0,1,1,0,1,282,1,-1,4,0,0,0,0,0,0,0,0,1,1,1,1,318,55,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11651,32,3,0,0,1,1,0,1,1029,0,2,2,0,0,0,0,0,0,0,0,1,5,2,1,1665,2819,10,0,1,0,0,0,1,0,0,1,0,0,0,0
11652,25,0,0,0,1,1,0,0,-1,0,2,5,0,0,0,0,0,0,0,0,1,3,2,4,1719,469,10,0,1,0,0,0,1,0,0,1,0,0,0,0
11653,23,0,0,0,1,1,0,0,899,1,-1,4,0,0,0,0,0,0,0,0,1,3,1,1,948,963,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11654,25,0,0,0,1,0,0,1,38,1,-1,5,0,1,0,0,0,0,0,0,1,1,1,2,59,61,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11655,43,0,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,5,1,1,813,4260,10,1,0,0,0,0,0,1,0,0,1,0,0,1
11656,37,8,0,0,1,0,0,1,371,1,-1,5,0,0,0,0,0,0,0,0,0,0,1,0,388,-1,10,0,1,0,0,0,1,0,0,0,1,0,0,0
11657,36,5,0,1,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,3,1,1,1945,1944,10,1,0,1,0,0,0,0,0,0,1,0,0,1
11658,26,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,2,368,370,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11659,33,0,0,0,1,0,0,0,-1,1,-1,3,0,6,0,0,0,0,0,0,0,0,1,0,661,-1,20,1,0,0,0,0,0,1,0,0,1,0,0,0
11660,60,1,0,0,1,0,0,0,-1,0,3,5,0,0,0,0,0,0,0,0,0,0,2,1,3933,3317,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11661,22,2,0,0,1,1,0,1,184,1,-1,5,0,1,0,0,0,0,0,0,1,3,1,3,230,705,10,0,1,0,0,0,0,1,0,1,0,0,0,0
11662,29,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,1,2103,2102,10,0,1,0,0,1,0,0,0,1,0,0,0,1
11663,28,5,0,0,1,0,0,0,-1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,1,13,13,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11664,35,1,0,0,1,0,0,0,896,0,-1,5,0,0,0,0,0,0,0,0,1,1,1,2,931,713,10,1,0,1,0,0,0,0,0,0,1,0,0,0
11665,33,2,0,0,1,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,1,1,1,1640,3164,10,1,0,0,0,0,0,1,0,1,0,0,0,0
11666,31,2,0,0,1,1,0,1,69,0,-1,4,0,0,0,0,0,0,0,0,1,5,2,2,1054,663,10,0,1,0,0,1,0,0,0,1,0,0,0,0
11667,32,1,0,0,1,0,0,0,782,0,2,5,0,0,0,0,0,0,0,0,1,1,1,1,1636,663,10,0,1,1,0,0,0,0,0,1,0,0,0,0
11668,50,22,0,1,1,0,0,0,-1,1,-1,4,0,1,0,0,0,0,0,0,0,2,1,1,303,303,10,0,1,1,0,0,0,0,0,0,1,0,0,0
11669,37,1,0,0,1,1,0,0,650,0,4,4,0,0,0,0,0,0,0,0,1,3,2,1,5402,5355,10,1,0,0,0,0,0,1,0,0,1,0,0,0
11670,57,5,0,0,1,0,0,0,-1,1,1,2,0,1,0,0,0,0,0,0,1,5,1,1,748,4078,10,1,0,0,0,0,0,1,0,0,1,0,0,1
